OperonID	GI	Synonym	Start	End	Strand	Length	COG_number	Product
1183912	254163269	ECB_03192	3401516	3401986	-	156	COG0049J	30S ribosomal protein S7
1183912	254163270	ECB_03193	3402083	3402457	-	124	COG0048J	30S ribosomal protein S12
1183913	254163271	ECB_03194	3402583	3402870	-	95	COG2168P	sulfur transfer complex subunit TusB
1183913	254163272	ECB_03195	3402878	3403237	-	119	COG2923P	sulfur relay protein TusC
1183913	254163273	ECB_03196	3403237	3403623	-	128	COG1553P	sulfur transfer complex subunit TusD
1183913	254163274	ECB_03197	3403623	3404345	-	240	COG2964S	putative DNA-binding transcriptional regulator
1183914	254163278	ECB_03201	3406707	3408512	-	601	COG0475P	glutathione-regulated potassium-efflux system protein KefB
1183914	254163279	ECB_03202	3408512	3409066	-	184	COG2249R	glutathione-regulated potassium-efflux system ancillary protein KefG
1183915	254163280	ECB_03203	3409194	3411107	+	637	COG0488R	putative ABC transporter ATP-binding protein
1183915	254163281	ECB_03204	3411107	3412129	+	340	COG0429R	putative hydrolase
1183915	254163282	ECB_03205	3412123	3412341	+	72	COG3089S	hypothetical protein
1183915	254163283	ECB_03206	3412395	3413264	+	289	COG3954C	putative phosphoribulokinase
1183916	254163285	ECB_03208	3414025	3414657	+	210	COG0664T	cAMP-regulatory protein
1183916	254163286	ECB_03209	3414696	3416798	+	700	COG1289S	inner membrane protein
1183917	254163287	ECB_03210	3416865	3418085	-	406	COG4992E	bifunctional N-succinyldiaminopimelate-aminotransferase/acetylornithine transaminase protein
1183917	254163288	ECB_03211	3418171	3418734	-	187	COG0512EH	para-aminobenzoate synthase component II
1183917	254163289	ECB_03212	3418766	3419368	-	200	COG2184D	cell filamentation protein Fic
1183917	254163290	ECB_03213	3419358	3419525	-	55	-	hypothetical protein
1183918	254163293	ECB_03216	3421916	3424459	+	847	COG1251C	nitrite reductase, large subunit, NAD(P)H-binding
1183918	254163294	ECB_03217	3424456	3424782	+	108	COG2146PR	nitrite reductase small subunit
1183919	254163295	ECB_03218	3424908	3425714	+	268	COG2116P	nitrite transporter NirC
1183919	254163296	ECB_03219	3425733	3427106	+	457	COG0007H	siroheme synthase
1183920	254163298	ECB_03221	3427815	3429152	+	445	COG0531E	putative fructoselysine transporter
1183920	254163299	ECB_03222	3429173	3430195	+	340	COG2222M	fructoselysine-6-P-deglycase
1183920	254163300	ECB_03223	3430245	3431075	+	276	COG1082G	fructoselysine 3-epimerase
1183920	254163301	ECB_03224	3431072	3431857	+	261	COG0524G	fructoselysine 6-kinase
1183921	254163303	ECB_03227	3433477	3433980	-	167	COG1662L	IS1 protein InsB
1183921	254163304	ECB_03228	3433899	3434174	-	91	COG3677L	IS1 protein InsA
1183922	254163305	ECB_03229	3434714	3436018	-	434	-	putative inner membrane protein
1183922	254163306	ECB_03230	3436030	3436383	-	117	-	hypothetical protein
1183922	254163307	ECB_03231	3436394	3437272	-	292	COG1735R	putative hydrolase
1183922	254163308	ECB_03232	3437269	3438495	-	408	COG1015G	putative mutase
1183922	254163309	ECB_03233	3438495	3439658	-	387	COG3457E	putative amino acid racemase
1183922	254163310	ECB_03234	3439742	3440104	-	120	-	hypothetical protein
1183922	254163311	ECB_03235	3440121	3441026	-	301	-	hypothetical protein
1183923	254163312	ECB_03236	3441316	3442320	-	334	COG0180J	tryptophanyl-tRNA synthetase
1183923	254163313	ECB_03237	3442313	3443071	-	252	COG0546R	phosphoglycolate phosphatase
1183923	254163314	ECB_03238	3443064	3443741	-	225	COG0036G	ribulose-phosphate 3-epimerase
1183923	254163315	ECB_03239	3443759	3444595	-	278	COG0338L	DNA adenine methylase
1183923	254163316	ECB_03240	3444702	3445988	-	428	COG3266S	hypothetical protein
1183923	254163317	ECB_03241	3446080	3447168	-	362	COG0337E	3-dehydroquinate synthase
1183923	254163318	ECB_03242	3447225	3447746	-	173	COG0703E	shikimate kinase I
1183924	254163319	ECB_03243	3448147	3449385	-	412	COG4796U	outer membrane porin HofQ
1183924	254163320	ECB_03244	3449297	3449701	-	134	-	hypothetical protein
1183924	254163321	ECB_03245	3449691	3450131	-	146	-	hypothetical protein
1183924	254163322	ECB_03246	3450115	3450654	-	179	COG3166NU	putative fimbrial assembly protein
1183924	254163323	ECB_03247	3450654	3451433	-	259	COG4972NU	putative pilus assembly protein
1183925	254163326	ECB_03250	3455153	3457288	+	711	-	putative inner membrane protein
1183925	254163327	ECB_03251	3457353	3458021	+	222	COG1011R	putative hydrolase
1183925	254163328	ECB_03252	3458032	3458433	+	133	COG1188J	ribosome-associated heat shock protein Hsp15
1183925	254163329	ECB_03253	3458458	3459336	+	292	COG1281O	Hsp33-like chaperonin
1183926	254163332	ECB_03256	3463200	3464552	-	450	COG0642T	osmolarity sensor protein
1183926	254163333	ECB_03257	3464549	3465268	-	239	COG0745TK	osmolarity response regulator
1183927	254163336	ECB_03260	3468828	3469055	+	75	COG1918P	ferrous iron transport protein A
1183927	254163337	ECB_03261	3469072	3471393	+	773	COG0370P	ferrous iron transport protein B
1183927	254163338	ECB_03262	3471393	3471629	+	78	COG1378K	putative DNA-binding transcriptional regulator
1183928	254163341	ECB_03265	3473547	3474230	+	227	COG1040R	gluconate periplasmic binding protein
1183928	254163342	ECB_03266	3474289	3474864	+	191	COG0694O	putative DNA uptake protein
1183929	254163344	ECB_03268	3476586	3478670	-	694	COG1640G	4-alpha-glucanotransferase
1183929	254163345	ECB_03269	3478680	3481073	-	797	COG0058G	maltodextrin phosphorylase
1183930	254163347	ECB_03271	3484433	3485449	-	338	COG0430A	RNA 3'-terminal-phosphate cyclase
1183930	254163348	ECB_03272	3485453	3486679	-	408	COG1690S	hypothetical protein
1183931	254163350	ECB_03274	3488448	3489206	-	252	COG1349KG	DNA-binding transcriptional repressor GlpR
1183931	254163351	ECB_03275	3489223	3490053	-	276	COG0705R	intramembrane serine protease GlpG
1183931	254163352	ECB_03276	3490098	3490424	-	108	COG0607P	thiosulfate sulfurtransferase
1183932	254163355	ECB_03280	3495588	3498035	-	815	COG0058G	glycogen phosphorylase
1183932	254163356	ECB_03281	3498054	3499487	-	477	COG0297G	glycogen synthase
1183932	254163357	ECB_03282	3499487	3500803	-	438	COG0448G	glucose-1-phosphate adenylyltransferase
1183932	254163358	ECB_03283	3500800	3502773	-	657	COG1523G	glycogen debranching enzyme
1183932	254163359	ECB_03284	3502770	3504956	-	728	COG0296G	glycogen branching enzyme
1183933	254163362	ECB_03287	3507174	3508514	-	446	COG2610GE	low affinity gluconate transporter
1183933	254163363	ECB_03288	3508518	3509045	-	175	COG3265G	gluconate kinase 1
1183934	254163368	ECB_03293	3513316	3514494	+	392	COG3157S	hypothetical protein
1183934	254163369	ECB_03294	3514494	3514985	+	163	-	hypothetical protein
1183935	254163373	ECB_03298	3518046	3518789	-	247	COG0584C	cytoplasmic glycerophosphodiester phosphodiesterase
1183935	254163374	ECB_03299	3518786	3519856	-	356	COG3839G	glycerol-3-phosphate transporter ATP-binding subunit
1183935	254163375	ECB_03300	3519858	3520703	-	281	COG0395G	glycerol-3-phosphate transporter membrane protein
1183935	254163376	ECB_03301	3520700	3521587	-	295	COG1175G	glycerol-3-phosphate transporter permease
1183935	254163377	ECB_03302	3521685	3523001	-	438	COG1653G	glycerol-3-phosphate transporter periplasmic binding protein
1183936	254163378	ECB_03303	3523398	3524111	-	237	COG0410E	leucine/isoleucine/valine transporter ATP-binding subunit
1183936	254163379	ECB_03304	3524113	3524880	-	255	COG0411E	leucine/isoleucine/valine transporter ATP-binding subunit
1183936	254163380	ECB_03305	3524877	3526154	-	425	COG4177E	leucine/isoleucine/valine transporter permease
1183936	254163381	ECB_03306	3526151	3527077	-	308	COG0559E	branched-chain amino acid transporter permease LivH
1183936	254163382	ECB_03307	3527125	3528234	-	369	COG0683E	leucine transporter subunit
1183937	254163386	ECB_03311	3531713	3532771	-	352	COG2177D	cell division protein FtsX
1183937	254163387	ECB_03312	3532764	3533432	-	222	COG2884D	cell division protein FtsE
1183937	254163388	ECB_03313	3533435	3534931	-	498	COG0552U	cell division protein FtsY
1183938	254163389	ECB_03314	3535081	3535677	+	198	COG0742L	16S rRNA m(2)G966-methyltransferase
1183938	254163390	ECB_03315	3535667	3535936	+	89	COG3776S	hypothetical protein
1183939	254163392	ECB_03317	3536439	3537065	+	208	COG3714S	inner membrane protein
1183939	254163393	ECB_03318	3537139	3539337	+	732	COG2217P	zinc/cadmium/mercury/lead-transporting ATPase
1183940	254163395	ECB_03320	3539905	3540570	+	221	COG1738S	hypothetical protein
1183940	254163396	ECB_03321	3540643	3541200	+	185	-	hypothetical protein
1183941	254163398	ECB_03323	3542553	3543602	+	349	COG0628R	putative inner membrane protein
1183941	254163399	ECB_03324	3543657	3544244	+	195	COG2091H	holo-(acyl carrier protein) synthase 2
1183942	254163400	ECB_03325	3544355	3545929	+	524	COG0747E	nickel transporter subunit
1183942	254163401	ECB_03326	3545929	3546873	+	314	COG0601EP	nickel transporter permease NikB
1183942	254163402	ECB_03327	3546870	3547703	+	277	COG1173EP	nickel transporter permease NikC
1183942	254163403	ECB_03328	3547703	3548467	+	254	COG0444EP	nickel transporter ATP-binding protein NikD
1183942	254163404	ECB_03329	3548464	3549270	+	268	COG1124EP	nickel transporter ATP-binding protein NikE
1183942	254163405	ECB_03330	3549276	3549677	+	133	COG0864K	nickel responsive regulator
1183943	254163406	ECB_03331	3549880	3554115	+	1411	COG3209M	rhsB element core protein RshB
1183943	254163407	ECB_03332	3554087	3554470	+	127	-	hypothetical protein
1183944	254163409	ECB_03335	3556367	3557491	-	374	COG0842V	putative transporter subunit membrane component of ABC superfamily
1183944	254163410	ECB_03336	3557491	3560226	-	911	COG1131V	ribosome-associated ATPase
1183944	254163411	ECB_03337	3560223	3561290	-	355	COG1566V	putative HlyD family secretion protein
1183945	254163420	ECB_03346	3573070	3573822	-	250	-	putative methyltransferase
1183945	254163421	ECB_03347	3573830	3575872	-	680	COG0339E	oligopeptidase A
1183946	254163422	ECB_03348	3576075	3576917	+	280	COG2961R	putative DNA (exogenous) processing protein
1183946	254163423	ECB_03349	3576989	3578341	+	450	COG1249C	glutathione reductase
1183947	254163424	ECB_03350	3579218	3579571	+	117	COG0640K	DNA-binding transcriptional repressor ArsR
1183947	254163425	ECB_03351	3579625	3580914	+	429	COG1055P	arsenite/antimonite transporter
1183947	254163426	ECB_03352	3580927	3581352	+	141	COG1393P	arsenate reductase
1183948	254163435	ECB_03361	3588723	3589880	+	385	COG0845M	multidrug efflux system protein MdtE
1183948	254163436	ECB_03362	3589905	3593018	+	1037	COG0841V	multidrug transporter, RpoS-dependent
1183949	254163443	ECB_03369	3601834	3602805	+	323	COG0583K	putative DNA-binding transcriptional regulator
1183949	254163444	ECB_03370	3602854	3603867	+	337	COG1295S	inner membrane protein
1183950	254163446	ECB_03372	3605782	3607857	-	691	COG2982M	putative outer membrane biogenesis protein
1183950	254163447	ECB_03373	3607912	3608679	-	255	COG2200T	EAL domain-containing protein
1183951	254163452	ECB_03378	3615192	3618665	-	1157	COG5010U	cellulose synthase subunit BcsC
1183951	254163453	ECB_03379	3618647	3619753	-	368	COG3405G	endo-1,4-D-glucanase
1183951	254163454	ECB_03380	3619760	3622099	-	779	-	cellulose synthase regulator protein
1183951	254163455	ECB_03381	3622110	3624728	-	872	COG1215M	cellulose synthase catalytic subunit
1183952	254163457	ECB_03384	3625950	3627521	+	523	-	hypothetical protein
1183952	254163458	ECB_03385	3627521	3627709	+	62	-	hypothetical protein
1183952	254163459	ECB_03386	3627706	3629385	+	559	-	putative inner membrane protein
1183953	254163464	ECB_03391	3632322	3633326	-	334	COG4608E	dipeptide transporter ATP-binding subunit
1183953	254163465	ECB_03392	3633323	3634306	-	327	COG0444EP	dipeptide transporter ATP-binding subunit
1183953	254163466	ECB_03393	3634317	3635219	-	300	COG1173EP	dipeptide transporter
1183953	254163467	ECB_03394	3635229	3636248	-	339	COG0601EP	dipeptide transporter permease DppB
1183954	254163472	ECB_03399	3643550	3644113	+	187	COG2818L	3-methyl-adenine DNA glycosylase I
1183954	254163473	ECB_03400	3644110	3644550	+	146	COG1246E	hypothetical protein
1183955	254163475	ECB_03402	3647005	3647664	+	219	COG2885M	putative outer membrane lipoprotein
1183955	254163476	ECB_03403	3647768	3648742	+	324	COG1052CHR	2-ketoaldonate reductase/glyoxylate reductase B
1183956	254163481	ECB_03408	3651138	3651659	+	173	COG2963L	IS150 transposase A
1183956	254163482	ECB_03409	3651656	3652507	+	283	COG2801L	IS150 putative transposase
1183957	254163483	ECB_03410	3652786	3654855	-	689	COG0751J	glycyl-tRNA synthetase subunit beta
1183957	254163484	ECB_03411	3654865	3655776	-	303	COG0752J	glycyl-tRNA synthetase subunit alpha
1183958	254163497	ECB_03425	3671565	3672038	-	157	COG1142C	putative hydrogenase, 4Fe-4S ferredoxin-type component
1183958	254163498	ECB_03426	3672140	3672988	-	282	COG1414K	putative DNA-binding transcriptional repressor
1183959	254163499	ECB_03427	3673189	3674187	+	332	COG2055C	2,3-diketo-L-gulonate reductase
1183959	254163500	ECB_03428	3674199	3674666	+	155	COG2731G	hypothetical protein
1183960	254163501	ECB_03429	3674784	3675257	+	157	COG3090G	2,3-diketo-L-gulonate TRAP transporter small permease YiaM
1183960	254163502	ECB_03430	3675260	3676537	+	425	COG1593G	putative transporter
1183960	254163503	ECB_03431	3676550	3677536	+	328	COG1638G	putative transporter
1183960	254163504	ECB_03432	3677540	3679036	+	498	COG1070G	L-xylulose kinase
1183960	254163505	ECB_03433	3679033	3679695	+	220	COG0269G	3-keto-L-gulonate-6-phosphate decarboxylase
1183960	254163506	ECB_03434	3679688	3680548	+	286	COG3623G	putative L-xylulose 5-phosphate 3-epimerase
1183960	254163507	ECB_03435	3680542	3681237	+	231	COG0235G	L-ribulose-5-phosphate 4-epimerase
1183961	254163509	ECB_03437	3682310	3683710	+	466	COG2211G	putative permease
1183961	254163510	ECB_03438	3683721	3685700	+	659	COG3533S	hypothetical protein
1183962	254163513	ECB_03441	3687656	3688792	-	378	COG1566V	membrane fusion protein (MFP) component of efflux pump, signal anchor
1183962	254163514	ECB_03442	3688798	3689121	-	107	-	inner membrane protein
1183963	254163517	ECB_03445	3692710	3694554	-	614	COG3276J	selenocysteinyl-tRNA-specific translation factor
1183963	254163518	ECB_03446	3694551	3695942	-	463	COG1921E	selenocysteine synthase
1183964	254163520	ECB_03448	3696877	3701010	+	1377	COG3209M	rhsA element core protein RshA
1183964	254163521	ECB_03449	3701031	3701873	+	280	COG1413C	hypothetical protein
1183964	254163522	ECB_03450	3701915	3702859	+	314	COG3209M	putative Rhs-family protein
1183964	254163523	ECB_03451	3702871	3703332	+	153	COG0790R	hypothetical protein
1183965	254163524	ECB_03452	3704936	3706072	-	378	COG1566V	hypothetical protein
1183965	254163525	ECB_03453	3706075	3706437	-	120	-	putative inner membrane protein
1183966	254163527	ECB_03455	3709117	3710265	+	382	COG0246G	mannitol-1-phosphate 5-dehydrogenase
1183966	254163528	ECB_03456	3710265	3710852	+	195	COG3722K	mannitol repressor protein
1183967	254163531	ECB_03459	3712264	3712947	+	227	-	hypothetical protein
1183967	254163532	ECB_03460	3712991	3717841	+	1616	COG5295UW	putative adhesin
1183968	254163533	ECB_03461	3718209	3719864	+	551	COG1620C	L-lactate permease
1183968	254163534	ECB_03462	3719864	3720640	+	258	COG2186K	DNA-binding transcriptional repressor LldR
1183968	254163535	ECB_03463	3720637	3721827	+	396	COG1304C	L-lactate dehydrogenase
1183969	254163537	ECB_03465	3722507	3723328	-	273	COG1045E	serine acetyltransferase
1183969	254163538	ECB_03466	3723408	3724427	-	339	COG0240C	NAD(P)H-dependent glycerol-3-phosphate dehydrogenase
1183969	254163539	ECB_03467	3724427	3724894	-	155	COG1952U	preprotein translocase subunit SecB
1183969	254163540	ECB_03468	3724957	3725208	-	83	COG0695O	glutaredoxin 3
1183970	254163542	ECB_03470	3726026	3727570	+	514	COG0696G	phosphoglyceromutase
1183970	254163543	ECB_03471	3727604	3728863	+	419	COG4942D	hypothetical protein
1183970	254163544	ECB_03472	3728867	3729826	+	319	COG2861S	putative polysaccharide deacetylase
1183971	254163546	ECB_03474	3731086	3732111	-	341	COG1063ER	L-threonine 3-dehydrogenase
1183971	254163547	ECB_03475	3732121	3733317	-	398	COG0156H	2-amino-3-ketobutyrate coenzyme A ligase
1183972	254163548	ECB_03476	3733531	3734463	+	310	COG0451MG	ADP-L-glycero-D-mannoheptose-6-epimerase
1183972	254163549	ECB_03477	3734473	3735519	+	348	COG0859M	ADP-heptose:LPS heptosyltransferase II
1183972	254163550	ECB_03478	3735523	3736503	+	326	COG0859M	ADP-heptose:LPS heptosyl transferase I
1183973	254163553	ECB_03481	3738940	3739965	-	341	COG1442M	UDP-galactose:(Galactosyl) LPS alpha1,2-galactosyltransferase
1183973	254163554	ECB_03482	3739991	3740539	-	182	COG3642T	lipopolysaccharide core biosynthesis protein
1183974	254163555	ECB_03484	3741213	3741716	-	167	COG1662L	IS1 protein InsB
1183974	254163556	ECB_03485	3741635	3741910	-	91	COG3677L	IS1 protein InsA
1183975	254163557	ECB_03486	3742481	3743497	-	338	COG1442M	UDP-glucose:(Glucosyl) LPS alpha1,3-glucosyltransferase WaaO
1183975	254163558	ECB_03487	3743513	3744319	-	268	-	kinase that phosphorylates core heptose of lipopolysaccharide
1183975	254163559	ECB_03488	3744303	3745427	-	374	COG0438M	glucosyltransferase I
1183975	254163560	ECB_03489	3745424	3746482	-	352	COG0859M	lipopolysaccharide core biosynthesis protein
1183976	254163561	ECB_03490	3746895	3748172	+	425	COG1519M	3-deoxy-D-manno-octulosonic-acid transferase
1183976	254163562	ECB_03491	3748180	3748659	+	159	COG0669H	phosphopantetheine adenylyltransferase
1183977	254163564	ECB_03493	3749605	3749772	-	55	COG0267J	50S ribosomal protein L33
1183977	254163565	ECB_03494	3749793	3750029	-	78	COG0227J	50S ribosomal protein L28
1183978	254163567	ECB_03496	3751086	3752306	+	406	COG0452H	bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate synthase
1183978	254163568	ECB_03497	3752287	3752742	+	151	COG0756F	deoxyuridine 5'-triphosphate nucleotidohydrolase
1183979	254163576	ECB_03505	3759785	3760408	+	207	COG0194F	guanylate kinase
1183979	254163577	ECB_03506	3760463	3760738	+	91	COG1758K	DNA-directed RNA polymerase subunit omega
1183979	254163578	ECB_03507	3760757	3762865	+	702	COG0317TK	bifunctional (p)ppGpp synthetase II/ guanosine-3',5'-bis pyrophosphate 3'-pyrophosphohydrolase
1183979	254163579	ECB_03508	3762872	3763561	+	229	COG0566J	tRNA guanosine-2'-O-methyltransferase
1183979	254163580	ECB_03509	3763567	3765648	+	693	COG1200LK	ATP-dependent DNA helicase RecG
1183980	254163585	ECB_03514	3771261	3773579	-	772	COG1501G	alpha-xylosidase YicI
1183980	254163586	ECB_03515	3773589	3774971	-	460	COG2211G	putative transporter
1183981	254163591	ECB_03520	3779969	3781327	+	452	COG2271G	hypothetical protein
1183981	254163592	ECB_03521	3781336	3783723	+	795	COG1501G	hypothetical protein
1183982	254163593	ECB_03522	3784371	3784856	+	161	COG0629L	Single-strand binding protein (SSB) (Helix-destabilizing protein)
1183982	254163594	ECB_03523	3784910	3786073	+	387	-	TrbC-like protein
1183983	254163604	ECB_03535	3792771	3793127	+	118	COG2963L	putative IS protein
1183983	254163605	ECB_03536	3793084	3794208	+	374	COG2826L	IS30 transposase
1183983	254163606	ECB_03537	3794106	3794471	+	121	-	hypothetical protein
1183983	254163607	ECB_03538	3794468	3794956	+	162	-	hypothetical protein
1183983	254163608	ECB_03539	3794923	3795165	+	80	-	Aec78
1183984	254163615	ECB_03546	3800481	3801836	-	451	COG2814G	ribonucleoside transporter
1183984	254163616	ECB_03547	3801882	3802334	-	150	-	hypothetical protein
1183984	254163617	ECB_03548	3802387	3803721	-	444	COG2252R	putative xanthine/uracil permase
1183985	254163620	ECB_03551	3807237	3808556	-	439	COG2271G	regulatory protein UhpC
1183985	254163621	ECB_03552	3808566	3810068	-	500	COG3851T	sensory histidine kinase UhpB
1183985	254163622	ECB_03553	3810068	3810658	-	196	COG2197TK	DNA-binding transcriptional activator UhpA
1183986	254163623	ECB_03554	3810733	3811023	-	96	COG0440E	acetolactate synthase 1 regulatory subunit
1183986	254163624	ECB_03555	3811027	3812715	-	562	COG0028EH	acetolactate synthase catalytic subunit
1183987	254163627	ECB_03558	3815045	3815542	-	165	COG0641R	putative DNA-binding transcriptional regulator
1183987	254163628	ECB_03559	3815539	3815901	-	120	-	putative inner membrane protein
1183987	254163629	ECB_03560	3815891	3816238	-	115	COG2149S	inner membrane protein
1183988	254163631	ECB_03562	3816843	3818336	-	497	COG3119P	putative sulfatase/phosphatase
1183988	254163632	ECB_03563	3818333	3820048	-	571	COG4146R	putative symporter YidK
1183989	254163634	ECB_03565	3821105	3822427	-	440	COG1486G	putative 6-phospho-beta-glucosidase
1183989	254163635	ECB_03566	3822427	3824043	-	538	COG1263G	PTS system arbutin-specific transporter subunit IIBC
1183990	254163643	ECB_03575	3832211	3833359	-	382	COG4948MR	galactonate dehydratase
1183990	254163644	ECB_03576	3833356	3833973	-	205	COG0800G	2-dehydro-3-deoxy-6-phosphogalactonate aldolase
1183990	254163645	ECB_03577	3833957	3834835	-	292	COG3734G	2-oxo-3-deoxygalactonate kinase
1183990	254163646	ECB_03578	3834832	3835521	-	229	COG2186K	putative DNA-binding transcriptional regulator
1183991	254163650	ECB_03582	3838066	3840480	-	804	COG0187L	DNA gyrase subunit B
1183991	254163651	ECB_03583	3840509	3841582	-	357	COG1195L	recombination protein F
1183991	254163652	ECB_03584	3841582	3842682	-	366	COG0592L	DNA polymerase III subunit beta
1183991	254163653	ECB_03585	3842687	3844090	-	467	COG0593L	chromosomal replication initiation protein
1183992	254163654	ECB_03586	3844697	3844837	+	46	COG0230J	50S ribosomal protein L34
1183992	254163655	ECB_03587	3844854	3845213	+	119	COG0594J	ribonuclease P
1183992	254163656	ECB_03588	3845177	3845434	+	85	COG0759S	hypothetical protein
1183992	254163657	ECB_03589	3845437	3847083	+	548	COG0706U	putative inner membrane protein translocase component YidC
1183993	254163662	ECB_03594	3851976	3853151	+	391	COG2814G	multidrug efflux system protein MdtL
1183993	254163663	ECB_03595	3853126	3854085	+	319	COG0583K	DNA-binding transcriptional regulator YidZ
1183994	254163664	ECB_03596	3854230	3854991	+	253	COG2091H	putative phosphopantetheinyl transferase
1183994	254163665	ECB_03597	3855013	3855579	+	188	COG0431R	chromate reductase, Class I, flavoprotein
1183995	254163667	ECB_03599	3857137	3857802	+	221	COG0637R	6-phosphogluconate phosphatase
1183995	254163668	ECB_03600	3857869	3858342	+	157	-	putative inner membrane protein
1183995	254163669	ECB_03601	3858391	3858978	+	195	COG3196S	hypothetical protein
1183996	254163670	ECB_03602	3859040	3859762	-	240	COG0363G	putative 6-phosphogluconolactonase
1183996	254163671	ECB_03603	3859777	3860973	-	398	COG2382P	putative xylanase
1183996	254163672	ECB_03604	3860973	3862589	-	538	COG4580G	carbohydrate-specific outer membrane porin, cryptic
1183997	254163673	ECB_03605	3862675	3864069	-	464	COG2723G	cryptic phospho-beta-glucosidase B
1183997	254163674	ECB_03606	3864088	3865965	-	625	COG1263G	PTS system beta-glucoside-specific transporter subunits IIABC
1183998	254163676	ECB_03608	3867220	3867945	-	241	COG0704P	transcriptional regulator PhoU
1183998	254163677	ECB_03609	3867960	3868733	-	257	COG1117P	phosphate transporter ATP-binding protein
1183999	254163678	ECB_03610	3868916	3869806	-	296	COG0581P	phosphate transporter permease PtsA
1183999	254163679	ECB_03611	3869806	3870765	-	319	COG0573P	phosphate transporter permease PstC
1183999	254163680	ECB_03612	3870851	3871891	-	346	COG0226P	phosphate ABC transporter periplasmic substrate-binding protein PstS
1184000	254163683	ECB_03615	3875919	3876338	-	139	COG0355C	F0F1 ATP synthase subunit epsilon
1184000	254163684	ECB_03616	3876359	3877741	-	460	COG0055C	F0F1 ATP synthase subunit beta
1184000	254163685	ECB_03617	3877768	3878631	-	287	COG0224C	F0F1 ATP synthase subunit gamma
1184000	254163686	ECB_03618	3878682	3880223	-	513	COG0056C	F0F1 ATP synthase subunit alpha
1184000	254163687	ECB_03619	3880236	3880769	-	177	COG0712C	F0F1 ATP synthase subunit delta
1184000	254163688	ECB_03620	3880784	3881254	-	156	COG0711C	F0F1 ATP synthase subunit B
1184001	254163689	ECB_03621	3881316	3881555	-	79	COG0636C	F0F1 ATP synthase subunit C
1184001	254163690	ECB_03622	3881602	3882417	-	271	COG0356C	F0F1 ATP synthase subunit A
1184001	254163691	ECB_03623	3882426	3882806	-	126	COG3312C	F0F1 ATP synthase subunit I
1184002	254163696	ECB_03629	3888513	3889964	-	483	COG2425R	hypothetical protein
1184002	254163697	ECB_03630	3889958	3891454	-	498	COG0714R	regulatory ATPase RavA
1184003	254163698	ECB_03631	3891677	3893545	+	622	COG3158P	potassium transport protein Kup
1184003	254163699	ECB_03632	3893601	3894122	+	173	COG2963L	IS150 transposase A
1184003	254163700	ECB_03633	3894119	3894970	+	283	COG2801L	IS150 putative transposase
1184004	254163701	ECB_03634	3895158	3895577	+	139	COG1869G	D-ribose pyranase
1184004	254163702	ECB_03635	3895585	3897090	+	501	COG1129G	D-ribose transporter ATP binding protein
1184004	254163703	ECB_03636	3897095	3898060	+	321	COG1172G	ribose ABC transporter permease
1184004	254163704	ECB_03637	3898085	3898975	+	296	COG1879G	D-ribose transporter subunit RbsB
1184005	254163705	ECB_03638	3899101	3900030	+	309	COG0524G	ribokinase
1184005	254163706	ECB_03639	3900034	3901026	+	330	COG1609K	transcriptional repressor RbsR
1184006	254163707	ECB_03640	3900992	3902419	-	475	COG2814G	putative multidrug or homocysteine efflux system
1184006	254163708	ECB_03641	3902442	3903134	-	230	COG2186K	putative transcriptional regulator
1184007	254163713	ECB_03646	3912360	3914006	+	548	COG0028EH	acetolactate synthase 2 catalytic subunit
1184007	254163714	ECB_03647	3914003	3914266	+	87	COG3978S	acetolactate synthase 2 regulatory subunit
1184007	254163715	ECB_03648	3914286	3915215	+	309	COG0115EH	branched-chain amino acid aminotransferase
1184007	254163716	ECB_03649	3915280	3917130	+	616	COG0129EG	dihydroxy-acid dehydratase
1184007	254163717	ECB_03650	3917133	3918677	+	514	COG1171E	threonine dehydratase
1184008	254163728	ECB_03662	3929716	3930819	+	367	COG0472M	UDP-GlcNAc:undecaprenylphosphate GlcNAc-1-phosphate transferase
1184008	254163729	ECB_03663	3930831	3931877	+	348	COG3765M	lipopolysaccharide biosynthesis protein WzzE
1184008	254163730	ECB_03664	3931933	3933063	+	376	COG0381M	UDP-N-acetyl glucosamine-2-epimerase
1184008	254163731	ECB_03665	3933060	3934322	+	420	COG0677M	UDP-N-acetyl-D-mannosamine dehydrogenase
1184008	254163732	ECB_03666	3934322	3935389	+	355	COG1088M	dTDP-glucose 4,6-dehydratase
1184008	254163733	ECB_03667	3935408	3936289	+	293	COG1209M	glucose-1-phosphate thymidylyltransferase
1184009	254163734	ECB_03668	3936396	3936941	+	181	-	TDP-fucosamine acetyltransferase
1184009	254163735	ECB_03669	3936946	3938076	+	376	COG0399M	TDP-4-oxo-6-deoxy-D-glucose transaminase
1184009	254163736	ECB_03670	3938078	3939328	+	416	-	O-antigen translocase
1184009	254163737	ECB_03671	3939325	3940404	+	359	-	4-alpha-L-fucosyltransferase
1184009	254163738	ECB_03672	3940401	3941753	+	450	-	putative common antigen polymerase
1184009	254163739	ECB_03673	3941756	3942496	+	246	COG1922M	putative UDP-N-acetyl-D-mannosaminuronic acid transferase
1184010	254163743	ECB_03677	3948492	3949688	-	398	COG3071H	putative protoheme IX biogenesis protein
1184010	254163744	ECB_03678	3949691	3950896	-	401	COG2959H	putative uroporphyrinogen III C-methyltransferase
